Year,Round,Pick,Overall,Team,PlayerName,Pos,Country,Ht,Wt,AmateurLeague,AmateurTeam,PlayerID,Status,GamesPlayed,Points,PPG
2005,5,12,137,DET,Johan Ryno,F,SWE,76,198,SWE JR.,Kumla Jr.,8471799,inactive,152,79,0.52
2005,5,26,151,DET,Jeff May,D,CAN,74,201,WHL,Prince Albert,8471812,other_team,59,15,0.254
2005,6,13,175,DET,Juho Mielonen,D,FIN,74,183,FIN JR.,Ilves Jr.,8471836,active,310,260,0.839
2005,7,20,214,DET,Bretton Stamler,D,CAN,73,201,WHL,Seattle,8471871,inactive,25,3,0.12
2004,3,32,97,DET,Johan Franzen,C,SWE,75,222,SWE,Linkoping,8471309,active,28,20,0.714
2004,4,30,128,DET,Evan McGrath,C,CAN,72,190,OHL,Kitchener,8471340,other_team,162,14,0.086
2004,5,22,151,DET,Sergei Kolosov,D,BLR,76,187,BEL,Minsk,8471363,other_team,43,32,0.744
2004,5,33,162,DET,Tyler Haskins,C,USA,73,177,OHL,Toronto St. Michael's,8471374,active,339,61,0.18
2004,6,29,192,DET,Anton Axelsson,L,SWE,72,183,SJL,Frolunda Jr.,8471404,active,54,20,0.37
2004,7,33,226,DET,Steven Covington,R,CAN,61,167,WHL,Calgary,8471438,inactive,222,35,0.158
2004,8,30,257,DET,Gennady Stolyarov,R,RUS,76,187,RUS,Tver,8471468,other_team,145,88,0.607
2004,9,32,290,DET,Nils Backstrom,D,SWE,72,183,SWE II,Stocksund,8471501,other_team,375,48,0.128
2003,2,34,64,DET,Jimmy Howard,G,USA,72,210,H-EAST,U. of Maine,8470657,inactive,66,32,0.485
2003,4,31,132,DET,Kyle Quincey,D,CAN,74,207,OHL,London,8470724,inactive,419,112,0.267
2003,5,28,164,DET,Ryan Oulahen,C,CAN,72,180,OHL,Brampton,8470756,other_team,250,123,0.492
2003,6,3,170,DET,Andreas Sundin,L,SWE,72,185,SWE,Linkoping,8470762,active,364,286,0.786
2003,6,27,194,DET,Stefan Blom,D,SWE,74,189,SJL,Hammarby Jr.,8470786,active,181,56,0.309
2003,7,29,226,DET,Tomas Kollar,L,SWE,74,211,SWE,Hammarby,8470815,active,321,246,0.766
2003,8,29,258,DET,Vladimir Kutny,L,SVK,76,195,QMJHL,Quebec,8470847,inactive,290,122,0.421
2003,9,28,289,DET,Mikael Johansson,F,SWE,61,188,SWE,Arvika,8470878,other_team,9,6,0.667
2002,2,28,58,DET,Jiri Hudler,C,CZE,61,182,CZE,Liberec,8470201,active,11,2,0.182
2002,2,33,63,DET,Tomas Fleischmann,F,CZE,73,192,CZE JR.,Vitkovice Jr.,8470039,active,108,36,0.333
2002,3,32,95,DET,Valtteri Filppula,C,FIN,72,193,FIN JR.,Jokerit Jr.,8470047,other_team,367,145,0.395
2002,4,35,131,DET,Johan Berggren,D,SWE,75,176,SWE,Sunne,8470048,inactive,69,25,0.362
2002,5,35,166,DET,Logan Koopmans,G,CAN,74,182,WHL,Lethbridge,8470308,other_team,106,82,0.774
2002,6,31,197,DET,James Cuddihy,C,CAN,75,194,QMJHL,Shawinigan,8470288,inactive,138,81,0.587
2002,7,32,229,DET,Derek Meech,D,CAN,61,200,WHL,Red Deer,8470061,inactive,479,477,0.996
2002,8,31,260,DET,Pierre-Olivier Beaulieu,D,CAN,76,184,QMJHL,Quebec,8470145,other_team,37,22,0.595
2002,9,2,262,DET,Christian Soderstrom,F,SWE,73,176,SWE,Timra,8470183,inactive,278,50,0.18
2002,9,31,291,DET,Jonathan Ericsson,D,SWE,76,220,,,8470318,other_team,155,116,0.748
2001,2,32,62,DET,Igor Grigorenko,R,RUS,61,205,RUS,Togliatti,8469513,active,357,232,0.65
2001,4,25,121,DET,Drew MacIntyre,G,CAN,73,190,QMJHL,Sherbrooke,8469569,active,403,2,0.005
2001,4,33,129,DET,Miroslav Blatak,D,CZE,61,172,CZE,Zlin,8469577,active,379,148,0.391
2001,5,26,157,DET,Andreas Jamtin,R,SWE,72,191,SWE,Farjestad,8469604,other_team,172,24,0.14
2001,6,30,195,DET,Nick Pannoni,G,CAN,61,155,WHL,Seattle,8469641,other_team,138,25,0.181
2001,8,31,258,DET,Dmitri Bykov,D,RUS,73,190,RUS,Kazan,8469701,inactive,344,282,0.82
2001,9,29,288,DET,Francois Senez,D,CAN,75,215,ECAC,Rensselaer,8469730,inactive,99,79,0.798
2000,1,29,29,DET,Niklas Kronwall,D,SWE,72,192,,Djurgarden,8468509,active,72,53,0.736
2000,2,8,38,DET,Tomas Kopecky,C,SVK,75,203,,Trencin,8468518,active,144,123,0.854
2000,4,6,102,DET,Stefan Liv,G,SWE,73,177,,HV 71 JR.,8468582,inactive,431,385,0.893
2000,4,31,127,DET,Dmitri Semyenov,F,RUS,0,178,,Dynamo Moscow,8468607,active,95,71,0.747
2000,4,32,128,DET,Alexander Seluyanov,D,RUS,0,172,,Ufa,8468608,active,462,68,0.147
2000,4,34,130,DET,Aaron Van Leusen,F,CAN,0,196,,Brampton,8468610,other_team,54,48,0.889
2000,6,20,187,DET,Per Backer,F,SWE,0,,,Grums,8468667,other_team,589,478,0.812
2000,6,29,196,DET,Paul Ballantyne,D,CAN,0,0,,Sault Ste. Marie,8468676,inactive,578,385,0.666
2000,7,31,228,DET,Jimmie Svensson,F,SWE,0,,,Vasteras IK Jr.,8468708,other_team,286,245,0.857
2000,8,22,251,DET,Todd Jackson,R,USA,61,170,,US Nat'l U-18,8468731,other_team,520,195,0.375
2000,8,31,260,DET,Evgeni Bumagin,R,RUS,0,,,HK Moscow,8468740,inactive,414,296,0.715
2011,1,1,1,EDM,Ryan Nugent-Hopkins,C,CAN,72,171,WHL,Red Deer,8476454,other_team,18,13,0.722
2011,1,19,19,EDM,Oscar Klefbom,D,SWE,75,204,SWEDEN,Farjestad,8476472,inactive,1,0,0
2011,2,1,31,EDM,David Musil,D,CAN,75,196,WHL,Vancouver,8476426,active,26,25,0.962
2011,3,1,62,EDM,Samu Perhonen,G,FIN,77,184,FINLAND-JR.,JYP JR.,8476387,inactive,5,4,0.8
2011,3,13,74,EDM,Travis Ewanyk,LW,CAN,73,176,WHL,Edmonton,8476398,active,44,8,0.182
2011,4,1,92,EDM,Dillon Simpson,D,CAN,73,192,WCHA,North Dakota,8476416,inactive,5,3,0.6
2011,4,23,114,EDM,Tobias Rieder,C,DEU,61,180,OHL,Kitchener,8476356,other_team,47,19,0.404
2011,5,1,122,EDM,Martin Gernat,D,SVK,77,187,SLOVAKIA-JR.,Kosice Jr.,8476364,active,37,13,0.351
2011,7,1,182,EDM,Frans Tuohimaa,G,FIN,74,178,FINLAND-JR.,Jokerit Jr.,8476334,other_team,42,17,0.405
2010,1,1,1,EDM,Taylor Hall,LW,CAN,73,194,OHL,Windsor,8475791,active,41,39,0.951
2010,2,1,31,EDM,Tyler Pitlick,C,USA,74,195,WCHA,Minnesota State,8475752,inactive,26,13,0.5
2010,2,16,46,EDM,Martin Marincin,D,SVK,77,196,SLOVAKIA,Slovakia U20,8475716,active,60,30,0.5
2010,2,18,48,EDM,Curtis Hamilton,LW,USA,74,206,WHL,Saskatoon,8475734,active,80,34,0.425
2010,3,1,61,EDM,Ryan Martindale,C,CAN,75,183,OHL,Ottawa,8475724,inactive,53,18,0.34
2010,4,1,91,EDM,Jeremie Blain,D,CAN,75,195,QMJHL,Acadie-Bathurst,8475817,active,54,37,0.685
2010,5,1,121,EDM,Tyler Bunz,G,CAN,74,203,WHL,Medicine Hat,8475781,active,25,25,1
2010,6,12,162,EDM,Brandon Davidson,D,CAN,73,202,WHL,Regina,8475869,active,91,66,0.725
2010,6,16,166,EDM,Drew Czerwonka,LW,CAN,74,194,WHL,Kootenay,8475877,active,22,16,0.727
2010,7,1,181,EDM,Kristians Pelss,F,LVA,61,175,BLR JR.,Dynamo Jr.,8475916,inactive,20,0,0
2010,7,22,202,EDM,Kellen Jones,F,CAN,69,164,BCHL,Vernon,8475900,active,51,46,0.902
2009,1,10,10,EDM,Magnus Paajarvi,L,SWE,75,200,SWEDEN,Timra,8475175,other_team,129,125,0.969
2009,2,10,40,EDM,Anton Lander,C,SWE,72,194,SWEDEN,Timra,8475165,inactive,137,13,0.095
2009,3,10,71,EDM,Troy Hesketh,D,USA,74,178,HIGH-MN,Minnetonka,8475217,other_team,142,32,0.225
2009,3,21,82,EDM,Cameron Abney,R,CAN,77,200,WHL,Everett,8475245,active,64,46,0.719
2009,4,8,99,EDM,Kyle Bigos,D,USA,77,230,BCHL,Vernon,8475226,inactive,84,66,0.786
2009,4,10,101,EDM,Toni Rajala,R,FIN,61,163,FINLAND-JR.,Ilves Jr.,8475228,active,150,58,0.387
2009,5,12,133,EDM,Olivier Roy,G,CAN,72,180,QMJHL,Cape Breton,8475258,inactive,123,60,0.488
2008,1,22,22,EDM,Jordan Eberle,C,CAN,72,185,WHL,Regina,8474586,inactive,74,43,0.581
2008,4,12,103,EDM,Johan Motin,D,SWE,74,220,SWEDEN-2,Bofors,8474662,inactive,133,26,0.195
2008,5,12,133,EDM,Philippe Cornet,L,CAN,72,196,QMJHL,Rimouski,8474691,other_team,161,40,0.248
2008,6,12,163,EDM,Teemu Hartikainen,C,FIN,73,215,FINLAND-JR.,Kalpa Jr.,8474719,inactive,26,4,0.154
2008,7,12,193,EDM,Jordan Bendfeld,D,CAN,75,245,WHL,Medicine Hat,8473421,active,157,46,0.293
2007,1,6,6,EDM,Sam Gagner,F,CAN,61,191,OHL,London,8474040,other_team,171,135,0.789
2007,1,15,15,EDM,Alex Plante,D,CAN,76,230,WHL,Calgary,8474046,inactive,42,12,0.286
2007,1,21,21,EDM,Riley Nash,C,CAN,73,191,BCHL,Salmon Arm,8474062,active,73,70,0.959
2007,4,6,97,EDM,Linus Omark,F,SWE,61,174,SWEDEN,Lulea,8474059,active,100,8,0.08
2007,5,6,127,EDM,Milan Kytnar,C,SVK,72,190,SLOVAK-2,Topolcany,8474128,active,248,90,0.363
2007,6,6,157,EDM,William Quist,F,SWE,75,185,SWEDEN-3,Tingsryd,8474082,inactive,161,87,0.54
2006,2,15,45,EDM,Jeff Petry,D,USA,75,196,USHL,Des Moines,8473507,inactive,189,52,0.275
2006,3,12,75,EDM,Theo Peckham,D,CAN,74,234,OHL,Owen Sound,8473525,inactive,72,21,0.292
2006,5,10,133,EDM,Bryan Pitton,G,CAN,75,204,OHL,Brampton,8473489,inactive,14,9,0.643
2006,5,17,140,EDM,Cody Wild,D,USA,73,183,H-EAST,Providence,8473527,active,277,184,0.664
2006,6,17,170,EDM,Alexander Bumagin,F,RUS,72,180,RUS,Togliatti,8473557,active,109,74,0.679
2005,1,25,25,EDM,Andrew Cogliano,C,CAN,61,188,OPJRA,St. Michael's Jr. A,8471699,inactive,250,218,0.872
2005,2,6,36,EDM,Taylor Chorney,D,CAN,72,193,USHSW,Shattuck-St. Mary's,8471710,other_team,180,36,0.2
2005,3,20,81,EDM,Danny Syvret,D,CAN,61,203,OHL,London,8470996,inactive,260,5,0.019
2005,3,25,86,EDM,Robby Dee,F,USA,74,185,USHSW,Breck,8471751,inactive,194,31,0.16
2005,4,6,97,EDM,Chris VandeVelde,C,USA,74,190,USHSW,Moorhead,8471762,inactive,181,17,0.094
2005,4,29,120,EDM,Viacheslav Trukhno,C,RUS,73,197,QMJHL,P.E.I.,8471782,other_team,57,49,0.86
2005,5,32,157,EDM,Fredrik Pettersson,L,SWE,61,185,SWE JR.,Frolunda Jr.,8471818,active,264,123,0.466
2005,7,26,220,EDM,Matthew Glasser,L,CAN,61,175,AJHL,Fort McMurray,8471877,active,210,49,0.233
2004,1,14,14,EDM,Devan Dubnyk,G,CAN,78,202,WHL,Kamloops,8471227,active,36,5,0.139
2004,1,25,25,EDM,Rob Schremp,C,USA,61,184,OHL,London,8471238,active,349,61,0.175
2004,2,14,44,EDM,Roman Teslyuk,D,RUS,73,195,WHL,Kamloops,8471257,inactive,304,228,0.75
2004,2,27,57,EDM,Geoff Paukovich,L,USA,76,208,USA,US Nat'l U-18,8471270,active,284,4,0.014
2004,4,14,112,EDM,Liam Reddox,L,CAN,61,178,OHL,Peterborough,8471324,inactive,234,174,0.744
2004,5,17,146,EDM,Bryan Young,D,CAN,73,191,OHL,Peterborough,8471358,other_team,115,12,0.104
2004,6,14,177,EDM,Max Gordichuk,D,CAN,77,228,WHL,Kamloops,8471389,inactive,223,38,0.17
2004,7,15,208,EDM,Stephane Goulet,R,CAN,75,185,QMJHL,Quebec,8471420,active,258,44,0.171
2004,8,15,242,EDM,Tyler Spurgeon,C,CAN,61,188,WHL,Kelowna,8471453,other_team,147,128,0.871
2004,9,16,274,EDM,Bjorn Bjurling,G,SWE,72,205,SWE,Djurgarden,8471485,other_team,305,231,0.757
2003,1,22,22,EDM,Marc-Antoine Pouliot,C,CAN,74,193,QMJHL,Rimouski,8470615,other_team,78,58,0.744
2003,2,21,51,EDM,Colin McDonald,R,USA,74,190,EJHL,New England,8470644,active,426,424,0.995
2003,2,38,68,EDM,Jean-Francois Jacques,L,CAN,75,231,QMJHL,Baie Comeau,8470661,inactive,274,265,0.967
2003,3,4,72,EDM,Mishail Joukov,F,RUS,75,200,SWE,Arboga,8470665,active,260,164,0.631
2003,3,26,94,EDM,Zack Stortini,R,CAN,76,215,OHL,Sudbury,8470687,inactive,3,2,0.667
2003,5,11,147,EDM,Kalle Olsson,F,SWE,72,183,SJL,Frolunda Jr.,8470739,active,331,319,0.964
2003,5,18,154,EDM,David Rohlfs,R,USA,75,219,NAHL,Compuware,8470746,inactive,58,0,0
2003,6,17,184,EDM,Dragan Umicevic,L,SWE,72,191,SWE,Sodertalje,8470776,other_team,448,210,0.469
2003,7,17,214,EDM,Kyle Brodziak,C,CAN,74,209,WHL,Moose Jaw,8470803,other_team,148,38,0.257
2003,7,18,215,EDM,Mathieu Roy,D,CAN,74,208,QMJHL,Val d'Or,8470804,other_team,200,119,0.595
2003,8,19,248,EDM,Josef Hrabal,D,CZE,73,176,CZE JR.,Vsetin Jr.,8470837,other_team,86,29,0.337
2003,9,17,278,EDM,Troy Bodie,R,CAN,76,196,WHL,Kelowna,8470867,other_team,196,78,0.398
2002,1,15,15,EDM,Jesse Niinimaki,C,FIN,74,183,FIN,Ilves,8470186,other_team,3,3,1
2002,2,1,31,EDM,Jeff Deslauriers,G,CAN,76,201,QMJHL,Chicoutimi,8470074,inactive,244,138,0.566
2002,2,6,36,EDM,Jarret Stoll,C,CAN,73,210,WHL,Kootenay,8468526,active,152,46,0.303
2002,2,14,44,EDM,Matt Greene,D,USA,75,231,USHL,Green Bay,8470121,other_team,178,97,0.545
2002,3,16,79,EDM,Brock Radunske,L,CAN,76,187,CCHA,Michigan State,8470118,active,232,10,0.043
2002,4,10,106,EDM,Ivan Koltsov,D,RUS,74,181,RUS,Cherepovec,8470125,other_team,64,31,0.484
2002,4,15,111,EDM,Jonas Almtorp,C,SWE,73,189,SJL,Modo Jr.,8470132,other_team,369,1,0.003
2002,5,17,148,EDM,Glenn Fisher,G,CAN,73,160,AJHL,Fort Saskatchewan,8470044,inactive,445,272,0.611
2002,6,15,181,EDM,Mikko Luoma,D,FIN,75,207,FIN,Tappara,8470247,active,127,65,0.512
2002,7,8,205,EDM,Jean-Francois Dufort,L,CAN,74,200,QMJHL,Cape Breton,8468825,active,260,186,0.715
2002,7,14,211,EDM,Patrick Murphy,L,USA,73,195,OPJHL,Newmarket,8470213,active,66,19,0.288
2002,8,15,244,EDM,Dwight Helminen,C,USA,61,191,CCHA,U. of Michigan,8470131,other_team,99,41,0.414
2002,8,16,245,EDM,Tomas Micka,F,CZE,74,176,CZE JR.,Slavia Jr.,8470217,other_team,264,185,0.701
2002,9,14,274,EDM,Fredrik Johansson,C,SWE,61,178,SWE JR.,Frolunda Jr.,8470255,other_team,257,11,0.043
2001,1,13,13,EDM,Ales Hemsky,R,CZE,72,184,QMJHL,Hull,8469466,inactive,316,244,0.772
2001,2,13,43,EDM,Doug Lynch,D,CAN,75,214,WHL,Red Deer,8469495,inactive,284,161,0.567
2001,2,22,52,EDM,Edward Caron,L,USA,74,214,USHSE,Phillips-Exeter,8469503,active,323,162,0.502
2001,3,21,84,EDM,Kenny Smith,D,USA,74,209,ECAC,Harvard U.,8469533,active,59,1,0.017
2001,5,2,133,EDM,Jussi Markkanen,G,FIN,72,182,FIN,Tappara,8462255,other_team,260,34,0.131
2001,5,23,154,EDM,Jake Brenk,C,USA,74,187,USHSW,Breck,8469601,active,114,38,0.333
2001,6,20,185,EDM,Mikael Svensk,D,SWE,74,191,SWE,Frolunda Jr.,8469632,other_team,77,76,0.987
2001,7,19,215,EDM,Dan Baum,F,CAN,72,169,WHL,Prince George,8469659,other_team,425,247,0.581
2001,8,21,248,EDM,Kari Haakana,D,FIN,73,220,FIN,Jokerit,8469691,inactive,183,100,0.546
2001,9,13,272,EDM,Ales Pisa,D,CZE,72,200,CZE,Pardubice,8469715,inactive,493,224,0.454
2001,9,19,278,EDM,Shay Stephenson,L,CAN,74,180,WHL,Red Deer,8469720,inactive,467,378,0.809
2000,1,17,17,EDM,Alexei Mikhnov,L,UKR,77,200,,Yaroslavl 2,8468497,other_team,86,84,0.977
2000,2,5,35,EDM,Brad Winchester,F,USA,77,230,,U. of Wisconsin,8468515,inactive,361,138,0.382
2000,3,18,83,EDM,Alexander Ljubimov,D,RUS,0,196,,Samara,8468563,inactive,554,88,0.159
2000,4,17,113,EDM,Lou Dickenson,F,CAN,0,192,,Mississauga,8468593,inactive,290,213,0.734
2000,5,22,152,EDM,Paul Flache,D,CAN,77,220,,Brampton,8468632,active,510,421,0.825
2000,6,17,184,EDM,Shaun Norrie,R,CAN,0,180,,Calgary,8468664,other_team,255,17,0.067
2000,7,14,211,EDM,Joe Cullen,F,USA,0,190,,Colorado College,8468691,inactive,157,22,0.14
2000,7,18,215,EDM,Matthew Lombardi,C,CAN,61,195,,Victoriaville,8468695,inactive,161,64,0.398
2000,8,18,247,EDM,Jason Platt,D,USA,73,210,,Omaha,8468727,active,275,34,0.124
2000,9,13,274,EDM,Evgeny Muratov,L,RUS,69,178,,Neftechimik,8468754,active,156,87,0.558
2011,1,3,3,FLA,Jonathan Huberdeau,C,CAN,73,171,QMJHL,Saint John,8476456,inactive,21,2,0.095
2011,2,3,33,FLA,Rocco Grimaldi,C,USA,66,160,USHL,USA U-18,8476428,active,20,3,0.15
2011,2,29,59,FLA,Rasmus Bengtsson,D,SWE,74,192,SWEDEN-2,Rogle,8476420,active,5,0,0
2011,3,3,64,FLA,Vincent Trocheck,C,USA,61,178,OHL,Saginaw,8476389,other_team,11,8,0.727
2011,3,15,76,FLA,Logan Shaw,RW,CAN,75,193,QMJHL,Cape Breton,8476400,active,39,39,1
2011,3,26,87,FLA,Jonathan Racine,D,CAN,73,183,QMJHL,Shawinigan,8476411,active,11,0,0
2011,3,30,91,FLA,Kyle Rau,C,USA,68,163,HIGH-MN,Eden Prarie,8476415,active,11,6,0.545
2011,5,3,124,FLA,Yaroslav Kosov,F,RUS,75,220,RUSSIA-JR.,Magnitogorsk 2,8476366,other_team,3,3,1
2011,6,3,154,FLA,Edward Wittchow,D,USA,75,189,HIGH-MN,Burnsville,8476306,inactive,36,5,0.139
2011,7,3,184,FLA,Iiro Pakarinen,RW,FIN,73,198,FINLAND,Kalpa,8476336,other_team,40,38,0.95
2010,1,3,3,FLA,Erik Gudbranson,D,CAN,76,195,OHL,Kingston,8475790,active,15,0,0
2010,1,19,19,FLA,Nick Bjugstad,C,USA,76,188,HIGH-MN,Blaine,8475760,active,65,1,0.015
2010,1,25,25,FLA,Quinton Howden,C,CAN,74,182,WHL,Moose Jaw,8475769,other_team,25,3,0.12
2010,2,3,33,FLA,John McFarland,LW,CAN,72,192,OHL,Sudbury,8475756,other_team,92,7,0.076
2010,2,6,36,FLA,Alex Petrovic,D,CAN,76,193,WHL,Red Deer,8475755,inactive,61,39,0.639
2010,2,20,50,FLA,Connor Brickley,C,USA,72,190,USHL,Des Moines,8475736,active,23,12,0.522
2010,3,9,69,FLA,Joe Basaraba,RW,CAN,74,190,HIGH-MN,Shattuck-St. Mary's,8475740,other_team,15,4,0.267
2010,4,2,92,FLA,Sam Brittain,G,CAN,75,215,AJHL,Canmore,8475821,active,99,64,0.646
2010,4,3,93,FLA,Benjamin Gallacher,D,CAN,61,183,AJHL,Camrose,8475823,active,13,3,0.231
2010,4,9,99,FLA,Joonas Donskoi,RW,FIN,72,180,FINLAND-JR.,Karpat Jr.,8475820,active,59,3,0.051
2010,5,3,123,FLA,Zach Hyman,C,CAN,72,182,CCHL,Hamilton,8475786,active,65,8,0.123
2010,6,3,153,FLA,Corey Durocher,LW,CAN,74,173,OHL,Kingston,8475864,other_team,49,33,0.673
2010,7,3,183,FLA,Ronald (R.J.) Boyd,D,USA,74,175,HIGH-MA,Cushing Academy,8475881,other_team,19,11,0.579
2009,1,14,14,FLA,Dmitry Kulikov,D,RUS,73,183,QMJHL,Drummondville,8475179,other_team,73,53,0.726
2009,2,14,44,FLA,Drew Shore,C,USA,75,190,USDP,USA U-18,8475213,inactive,93,72,0.774
2009,3,6,67,FLA,Josh Birkholz,R,USA,73,182,USHL,Fargo,8475189,active,15,9,0.6
2009,4,16,107,FLA,Garrett Wilson,L,CAN,74,199,OHL,Owen Sound,8475253,inactive,38,36,0.947
2009,5,14,135,FLA,Corban Knight,C,CAN,73,180,AJHL,Okotoks,8475260,other_team,143,112,0.783
2009,5,17,138,FLA,Wade Megan,C,USA,73,185,HIGH-CT,South Kent School,8475263,inactive,45,38,0.844
2009,6,14,165,FLA,Scott Timmins,C,CAN,61,191,OHL,Windsor,8475304,active,74,48,0.649
2008,2,1,31,FLA,Jacob Markstrom,G,SWE,75,178,SWE-JR.,Brynas Jr.,8474593,inactive,106,65,0.613
2008,2,16,46,FLA,Colby Robak,D,CAN,75,194,WHL,Brandon,8474606,other_team,109,84,0.771
2008,3,19,80,FLA,Adam Comrie,D,CAN,76,205,OHL,Saginaw,8474640,other_team,40,11,0.275
2008,4,9,100,FLA,AJ Jenks,L,USA,74,206,OHL,Plymouth,8474665,other_team,130,18,0.138
2008,7,9,190,FLA,Matt Bartkowski,D,USA,73,196,USHL,Lincoln,8474749,active,15,11,0.733
2007,1,10,10,FLA,Keaton Ellerby,D,CAN,76,186,WHL,Kamloops,8474184,other_team,87,77,0.885
2007,2,10,40,FLA,Michal Repik,R,CZE,61,180,WHL,Vancouver,8474153,other_team,121,62,0.512
2007,3,10,71,FLA,Evgenii Dadonov,R,RUS,61,178,RUSSIA,Chelyabinsk,8474149,inactive,219,90,0.411
2007,4,10,101,FLA,Matt Rust,C,USA,61,192,USDP,USA U-18,8474124,other_team,119,103,0.866
2007,5,10,131,FLA,John Lee,D,USA,74,173,USHL,Waterloo,8474043,other_team,215,22,0.102
2007,6,30,181,FLA,Corey Syvret,D,CAN,74,193,OHL,Guelph,8474044,inactive,166,27,0.163
2007,7,10,191,FLA,Ryan Watson,L,CAN,73,175,MWJRB,Cambridge,8474070,inactive,0,0,#DIV/0!
2007,7,21,202,FLA,Sergei Gayduchenko,G,RUS,77,222,RUSSIA-3,Yaroslavl 2,8474179,active,199,59,0.296
2006,1,10,10,FLA,Michael Frolik,F,CZE,73,185,CZE,Kladno,8473564,other_team,126,43,0.341
2006,3,10,73,FLA,Brady Calla,R,CAN,72,190,WHL,Everett,8473424,inactive,175,35,0.2
2006,4,10,103,FLA,Michael Caruso,D,CAN,74,191,OHL,Guelph,8473416,inactive,204,47,0.23
2006,4,23,116,FLA,Derrick Lapoint,D,USA,75,175,USHSW,Eau Claire North,8473620,other_team,107,105,0.981
2006,6,2,155,FLA,Peter Aston,D,CAN,73,205,OHL,Windsor,8473410,active,122,33,0.27
2006,7,10,193,FLA,Marc Cheverie,G,CAN,75,183,BCHL,Nanaimo,8473420,inactive,196,194,0.99
2005,1,20,20,FLA,Kenndal McArdle,L,CAN,61,190,WHL,Moose Jaw,8471694,other_team,200,42,0.21
2005,2,2,32,FLA,Tyler Plante,G,USA,75,191,WHL,Brandon,8471706,inactive,276,87,0.315
2005,3,29,90,FLA,Dan Collins,R,USA,73,185,OHL,Plymouth,8471755,inactive,55,38,0.691
2005,4,2,93,FLA,Olivier Legault,L,CAN,77,238,QMJHL,Lewiston,8471758,active,24,13,0.542
2005,4,13,104,FLA,Matt Duffy,D,USA,74,180,EJHL,N.H. Jr. Monarchs,8471749,inactive,19,7,0.368
2005,5,36,161,FLA,Brian Foster,G,USA,73,155,EJHL,N.H. Jr. Monarchs,8471822,other_team,45,22,0.489
2005,6,2,164,FLA,Roman Derlyuk,D,RUS,75,198,RUS-2,Spartak St. Pet.,8471825,inactive,173,160,0.925
2005,7,30,224,FLA,Zach Bearson,R,USA,73,180,USHL,Waterloo,8471881,active,53,12,0.226
2004,1,7,7,FLA,Rostislav Olesz,C,CZE,73,214,CZE,Vitkovice,8471220,active,309,76,0.246
2004,2,7,37,FLA,David Shantz,G,CAN,73,204,OHL,Mississauga,8471250,active,344,23,0.067
2004,2,23,53,FLA,David Booth,L,USA,72,212,CCHA,Michigan State,8471266,active,51,37,0.725
2004,4,7,105,FLA,Evan Schafer,D,CAN,74,221,WHL,Prince Albert,8471317,inactive,343,110,0.321
2004,5,23,152,FLA,Bret Nasby,D,CAN,75,188,OHL,Oshawa,8471364,active,310,49,0.158
2004,9,9,267,FLA,Spencer Dillon,D,USA,76,190,BCHL,Salmon Arm,8471478,inactive,394,150,0.381
2004,9,25,283,FLA,Luke Beaverson,D,USA,76,208,USHL,Green Bay,8471494,other_team,29,25,0.862
2003,1,3,3,FLA,Nathan Horton,C,CAN,74,229,OHL,Oshawa,8470596,inactive,246,196,0.797
2003,1,25,25,FLA,Anthony Stewart,F,CAN,75,230,OHL,Kingston,8470618,inactive,102,101,0.99
2003,2,8,38,FLA,Kamil Kreps,C,CZE,74,194,OHL,Brampton,8470631,active,9,2,0.222
2003,2,25,55,FLA,Stefan Meyer,L,CAN,74,200,WHL,Medicine Hat,8470648,active,20,12,0.6
2003,4,4,105,FLA,Martin Lojek,D,CZE,76,220,OHL,Brampton,8470698,other_team,267,67,0.251
2003,4,23,124,FLA,James Pemberton,D,USA,76,215,H-EAST,Providence College,8470716,other_team,340,147,0.432
2003,5,5,141,FLA,Dan Travis,R,USA,75,220,USHSE,Deerfield Academy,8470733,inactive,56,18,0.321
2003,5,26,162,FLA,Martin Tuma,D,CZE,76,209,CZE JR.,Litvinov Jr.,8470754,inactive,147,36,0.245
2003,6,4,171,FLA,Denis Stasyuk,C,RUS,73,165,RUS,Novokuznetsk,8470763,active,347,252,0.726
2003,7,26,223,FLA,Dany Roussin,C,CAN,74,190,QMJHL,Rimouski,8470812,active,303,82,0.271
2003,8,5,234,FLA,Petr Kadlec,D,CZE,61,180,CZE,Slavia,8470823,active,170,39,0.229
2003,9,3,264,FLA,John Hecimovic,R,CAN,73,215,OHL,Sarnia,8470361,other_team,110,34,0.309
2003,9,4,265,FLA,Tanner Glass,F,CAN,73,210,BCHL,Nanaimo,8470854,inactive,347,47,0.135
2002,1,3,3,FLA,Jay Bouwmeester,D,CAN,76,215,WHL,Medicine Hat,8470151,active,191,56,0.293
2002,1,9,9,FLA,Petr Taticek,C,CZE,72,188,OHL,Sault-Ste-Marie,8470248,other_team,285,159,0.558
2002,2,10,40,FLA,Rob Globke,F,USA,74,208,CCHA,U. of Notre Dame,8470305,other_team,434,160,0.369
2002,3,4,67,FLA,Gregory Campbell,F,CAN,72,197,OHL,Plymouth,8470169,active,222,11,0.05
2002,5,3,134,FLA,Topi Jaakola,D,FIN,73,184,FIN,Karpat,8470286,other_team,32,21,0.656
2002,5,27,158,FLA,Vince Bellissimo,C,CAN,72,199,USHL,Topeka,8470198,other_team,409,231,0.565
